,ERR1801006,ERR1801007,ERR1801008,ERR1801009,ERR1801010,ERR1801011,ERR1801012,ERR1801013,ERR1801014
E745S_00267,529.232437456966,869.662405700518,104.169062158581,734.163961973611,30.9319318971507,731.144284558052,825.745281145828,566.544391332154,655.763631302406
E745S_00268,1232.86120830106,1214.03602255638,1176.78487407272,1371.28783363218,1180.87198830887,942.100167356378,950.952272397263,1071.50787056299,1121.07445879421
E745S_00269,1533.30637671056,1326.71126125115,1582.06763153345,1527.18830659733,1622.10689919469,1579.20387765494,1289.32157933296,1362.99085450924,1163.27706872952
E745S_00270,6216.10693261037,7231.05246637666,9879.78448910294,5328.45545098723,5380.3366246985,5833.05724123081,4585.0593242571,3929.88854059931,5548.02002918719
E745S_00271,8613.62484259079,9889.23591445762,13310.8529739512,6259.08582531998,7216.23775906468,5197.64795569369,8437.50253441489,8575.14201010896,7371.38920203299
E745S_00273,1092.13545413224,2227.31968321291,1370.47422402383,1051.53278193837,339.3414881658,1030.21025495086,2139.90130502453,1794.05723921849,2779.96166471268
E745S_00274,525.779044716627,171.393320831489,1090.51986947265,112.948301842094,0,569.326719841264,281.457038185044,912.423847634574,138.511130044073
E745S_00275,11992.7696390126,4387.19292072825,6624.50129664728,8778.15112062922,8770.11245554507,7951.08819302123,7520.69762326802,5250.79910517264,7598.63402476154
E745S_00276,108.781871320682,55.5441317509455,0,110.562070113036,0,133.859556153154,0,134.451658087884,0
E745S_00277,4214.86583958387,3807.94697532553,3601.97085245219,4420.09657279237,4811.73493541264,3118.58877341621,4669.91034312171,2646.95287182178,3793.90642136343
E745S_00278,869.391622380367,1124.37192415842,1022.15892243108,1123.91514438647,990.731583411678,1422.46958722244,1112.37616194457,1206.98587718589,1551.757503775
